algorithm_id,algorithm_name,public_context_path,metadata_context_path,evidence_path,domain,input_model,access_model,output_contract,time_complexity,space_complexity,confidence_score,source_count,source_quality,card_digest
AW-000646,SSTF,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000646.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000646.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000646.context.evidence.yaml,data_structures,explicit_data_structure_problem,offline_batch_queries,data_structure_output,O(n \log n) with binary tree,O(n),60,1,HIGH,ad2a5728afd6716d
AW-000651,Brute force (backtracking search),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000651.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000651.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000651.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(2^k n^{O(1)}),O(k),100,1,HIGH,45d97153cbad5eac
AW-000652,Sam Buss,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000652.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000652.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000652.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(kn + 2^k k^{2k + 2}),O(k^2),100,1,HIGH,0b14e12c38a6503a
AW-000653,Chen I. Kanj and W. Jia.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000653.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000653.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000653.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(kn + 1.2852^k),O(k^3) auxiliary (potentially O(k^2)),100,1,HIGH,e26ab0682ab056fc
AW-000654,Chandran and F. Grandoni,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000654.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000654.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000654.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,"O(\min(1.2759^k k^{1.5}, 1.2745^k k^4) + kn)","O(\min(1.2759^k k^{1.5}, 1.2745^k k^4) + kn) but exponential",100,1,HIGH,d027888184799bca
AW-000655,Chen I. Kanj and W. Jia.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000655.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000655.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000655.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(1.2738^k+ kn),O(\text{poly}(n)),100,1,HIGH,5d448bda88a3255e
AW-000656,J. Chen L. Liu and W. Jia.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000656.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000656.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000656.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(k 1.2192^k),O(k^3) auxiliary (potentially O(k^2)),100,3,HIGH,0414a30ed48f80a9
AW-000657,Balasubramanian Fellows,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000657.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000657.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000657.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(kn + 1.324718^k k^2),O(k^3) auxiliary (potentially O(k^2)),100,1,HIGH,fe7e5e410d9ec684
AW-000658,Papadimitriou and M Yannakakis,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000658.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000658.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000658.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(3^k n),O(k) auxiliary,100,2,HIGH,745eb5e40db17b5c
AW-000659,"Niedermeier, Rossmanith",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000659.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000659.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000659.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(kn + 1.29175^k k^2),O(k^3) auxiliary (potentially O(k^2)),100,3,HIGH,7e3a0297c738191b
AW-000660,Downey,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000660.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000660.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000660.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(kn + 1.31951^k k^2),O(k^3) auxiliary (potentially O(k^2)),100,1,HIGH,868717711f1294ed
AW-000661,Cocke–Younger–Kasami algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000661.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000661.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000661.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n^3 |G|),O(n^2),100,1,HIGH,c19f38d1d4a47a45
AW-000662,Valiant,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000662.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000662.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000662.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^{\omega} |G|),O(n^2),100,2,HIGH,09c50404424d7b57
AW-000663,Earley parser,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000663.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000663.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000663.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n^3),O(n^2),100,1,HIGH,468bfd35c1467b37
AW-000664,GLR parser,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000664.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000664.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000664.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n^3),O(n^3),100,3,HIGH,870a2c01423179ac
AW-000669,Gupta Verdu,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000669.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000669.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000669.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n^3 \log n),O(n),100,3,HIGH,efbb588d48c28b26
AW-000677,Martinian and M. J. Wainwright,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000677.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000677.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000677.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n 2^n),O(mn+mk),80,3,HIGH,760d40f504747956
AW-000691,Ioannidou Kyriaki Mertzios George B. Nikolopoulos Stavros D.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000691.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000691.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000691.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n^4),O(n^3),100,2,HIGH,06460d205fd6240d
AW-000692,Naive,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000692.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000692.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000692.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n^2),O(n),100,1,HIGH,61fa3719c7086b32
AW-000693,Weiner's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000693.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000693.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000693.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n),O(n),100,2,HIGH,caec6c2455f71723
AW-000694,Ukkonen,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000694.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000694.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000694.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n),O(n),100,1,HIGH,59396422fbb0adac
AW-000695,Ukkonen and D. Wood,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000695.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000695.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000695.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n^2),O(n^2),100,3,HIGH,880dc80e19329c7a
AW-000696,Hariharan,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000696.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000696.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000696.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(\log^4 n),O(n),100,2,HIGH,4ca61386832369ed
AW-000697,Süleyman Cenk Sahinalp Uzi Vishkin,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000697.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000697.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000697.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(\log^2 n),O(n^{1+\epsilon}) for any fixed \epsilon>0,100,2,HIGH,b4a8a15d360f1ee8
AW-000698,Farach,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000698.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000698.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000698.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(\log n),O(n),100,1,HIGH,7c691ba6016af53b
AW-000699,Rytter,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000699.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000699.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000699.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(\log n),O(n),100,2,HIGH,fae236527dc1a723
AW-000700,McCreight,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000700.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000700.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000700.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n),O(n),100,3,HIGH,78b5d41ed6ad2c53
AW-000705,Ravikumar & Cohen Generative Models,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000705.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000705.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000705.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,one_witness,O(n^2 k),O(k),80,3,HIGH,6b1fc862b406a1a8
AW-000706,Bellare Active Learning,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000706.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000706.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000706.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,one_witness,O(n^2 \log n c \log c),unknown,70,3,HIGH,e6ecae2c7ea39fbd
AW-000709,Naive,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000709.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000709.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000709.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n^3),O(1),100,1,HIGH,c95c5a8cb502fd7b
AW-000710,Dynamic Programming,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000710.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000710.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000710.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n^2),O(n^2),100,1,HIGH,7880985bae3eefe8
AW-000711,Manacher,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000711.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000711.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000711.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n),O(n),100,3,HIGH,9b58af81c637d205
AW-000712,Jeuring,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000712.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000712.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000712.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n),O(n),100,3,HIGH,a9fc02aa1cbaa11d
AW-000713,Gusfield,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000713.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000713.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000713.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n),O(n),100,2,HIGH,8a5f14703f755ee1
AW-000715,Sethi–Ullman Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000715.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000715.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000715.context.evidence.yaml,data_structures,explicit_data_structure_problem,offline_batch_queries,data_structure_output,O(n),O(1),70,3,HIGH,43f09693a285b8ef
AW-000716,Babai and Luks,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000716.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000716.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000716.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,\exp(n^{1/2 + o(1)}),unknown,100,3,HIGH,be656292439d82c4
AW-000717,Babai,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000717.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000717.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000717.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,o(\exp(2n^{1/2}\log^2 n)),O(n^2),100,3,HIGH,88514ff41ae83185
AW-000719,Fulkerson–Chen–Anstee,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000719.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000719.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000719.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n),O(1),100,2,HIGH,4ea7ab420f9de7ee
AW-000720,Berger & Müller-Hannemann,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000720.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000720.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000720.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,\exp(O(n)),unknown,80,3,HIGH,d2dd8d2090b1a291
AW-000721,Sorting based [Merge Sort] + sequential pass,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000721.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000721.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000721.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n \log n),O(n),100,1,HIGH,c8b9d04d097623e9
AW-000722,Sorting based [Merge Sort] + real-time elimination,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000722.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000722.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000722.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n \log n),O(n),100,3,HIGH,d7a9a61533f9b7e5
AW-000724,Priority Queue Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000724.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000724.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000724.context.evidence.yaml,data_structures,explicit_data_structure_problem,offline_batch_queries,data_structure_output,O(n^2),O(n),100,1,HIGH,e55d118cddf932c9
AW-000725,Sorted Neighborhood Algorithm (SNA),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000725.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000725.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000725.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n \log n),O(n),100,3,HIGH,22608d3e30be452d
AW-000726,Duplicate Elimination Sorted Neighborhood Method (DE-SNM),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000726.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000726.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000726.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n \log n),O(n),100,1,HIGH,5322fae5d3fd36af
AW-000727,Adaptive Duplicate Detection Algorithm (ADD),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000727.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000727.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000727.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^3),O(1),70,3,HIGH,88051dc356c3fc84
AW-000734,ECK M. DEROSE T. DUCHAMP T. 1995,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000734.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000734.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000734.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2),unknown,55,3,HIGH,822291bfb5dc7746
AW-000739,DESBRUN M. MEYER M. ALLIEZ P. 2002,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000739.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000739.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000739.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2),unknown,55,3,HIGH,031d0dee11beebe4
AW-000740,LÉVY B. PETITJEAN S. RAY N. MAILLOT J 2002,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000740.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000740.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000740.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n \log^{2.5} n),unknown,55,3,HIGH,87cb2ed303c4f942
AW-000744,SHEFFER A. LÉVY B. MOGILNITSKY M. BOGOMYAKOV A. 2005,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000744.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000744.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000744.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2),unknown,55,3,HIGH,b118943d8a1e5eed
AW-000746,SANDER P. V. SNYDER J. GORTER S. J. HOPPE 2001,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000746.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000746.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000746.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2),unknown,55,2,HIGH,1f25517995137237
AW-000753,SPRINGBORN B. SCHROEDER P. PINKALL U. 2008,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000753.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000753.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000753.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n \log^2 n),unknown,55,3,HIGH,96d9c160cdad8135
